Depression,Trait Anxiety,Eating Disorder,Alcohol Addiction,Impulsivity,Schizophrenia,Obsessive Compulsive Disorder,Apathy,Social Anxiety,Induced Pathology,Iteration
0.2166666666666666,0.0,0.0384615384615384,0.025,0.1222222222222222,0.1627906976744186,0.0,0.1851851851851851,0.0,No Pathology,1
0.8,0.6,0.5384615384615384,0.0,0.7,0.813953488372093,0.7333333333333333,0.3703703703703703,0.3333333333333333,Depression,1
0.4833333333333333,0.9,0.5,0.0,0.5111111111111111,0.6046511627906976,0.8666666666666667,0.8888888888888888,0.8402777777777778,Trait Anxiety,1
0.7666666666666667,0.85,0.782051282051282,0.15,0.5222222222222223,0.7674418604651163,0.7,0.5555555555555556,0.7708333333333334,Eating Disorder,1
0.6833333333333333,0.65,0.0384615384615384,1.0,0.6666666666666666,0.6976744186046512,0.65,0.6296296296296297,1.0,Alcohol Addiction,1
0.4166666666666667,0.75,0.358974358974359,0.025,0.7333333333333333,0.813953488372093,0.7,0.2407407407407407,0.8333333333333334,Impulsivity,1
0.6666666666666666,0.6833333333333333,0.8461538461538461,0.9,0.7,0.7441860465116279,0.7,0.4814814814814814,1.0,Schizophrenia,1
0.7,0.55,0.9487179487179488,0.025,0.4333333333333333,0.7441860465116279,0.8333333333333334,0.7777777777777778,0.7152777777777778,Obsessive Compulsive Disorder,1
0.6,0.45,0.0384615384615384,0.0,0.7444444444444445,0.3720930232558139,0.0,0.7222222222222222,0.7986111111111112,Apathy,1
0.5166666666666667,0.7666666666666667,0.8205128205128205,0.8,0.3222222222222222,0.5813953488372093,0.7,0.2962962962962963,0.8333333333333334,Social Anxiety,1
0.2666666666666666,0.0,0.0384615384615384,0.0,0.1777777777777777,0.2093023255813953,0.0,0.2962962962962963,0.1666666666666666,No Pathology,2
0.6166666666666667,0.65,0.7692307692307693,0.05,0.5111111111111111,0.5348837209302325,0.7333333333333333,0.5555555555555556,0.8333333333333334,Depression,2
0.4833333333333333,0.6333333333333333,0.9230769230769232,0.075,0.4777777777777778,0.5348837209302325,0.7,0.3148148148148148,1.0,Trait Anxiety,2
0.8166666666666667,0.6666666666666666,0.7435897435897436,0.1,0.4111111111111111,0.7674418604651163,0.8333333333333334,0.8703703703703703,0.8333333333333334,Eating Disorder,2
0.5833333333333334,0.7166666666666667,0.2051282051282051,1.0,0.7222222222222222,0.6976744186046512,0.75,0.5740740740740741,0.8263888888888888,Alcohol Addiction,2
0.8166666666666667,0.7666666666666667,0.3076923076923077,0.8,0.7111111111111111,0.7674418604651163,0.8,0.4074074074074074,0.6597222222222222,Impulsivity,2
0.5,0.8,0.8205128205128205,0.0,0.8,0.7441860465116279,0.85,0.8333333333333334,0.8263888888888888,Schizophrenia,2
0.5333333333333333,0.7,0.8846153846153846,0.15,0.4555555555555555,0.813953488372093,0.8333333333333334,0.3888888888888889,0.9097222222222222,Obsessive Compulsive Disorder,2
0.6666666666666666,0.8333333333333334,0.0384615384615384,0.0,0.5888888888888889,0.3720930232558139,0.0,0.5925925925925926,0.8611111111111112,Apathy,2
0.7,0.9,0.6794871794871795,0.125,0.4666666666666667,0.6046511627906976,0.6666666666666666,0.8148148148148148,0.7847222222222222,Social Anxiety,2
0.2,0.1,0.0384615384615384,0.0,0.1888888888888888,0.1162790697674418,0.0,0.2777777777777778,0.0,No Pathology,3
0.6833333333333333,0.65,0.8333333333333334,0.0,0.4222222222222222,0.7674418604651163,0.6166666666666667,0.7037037037037037,0.8263888888888888,Depression,3
0.6833333333333333,0.9,0.8205128205128205,0.0,0.6111111111111112,0.6511627906976745,0.5666666666666667,0.5555555555555556,0.6875,Trait Anxiety,3
0.8166666666666667,0.7,0.717948717948718,0.2,0.6555555555555556,0.7906976744186046,0.7166666666666667,0.6111111111111112,0.8125,Eating Disorder,3
0.6666666666666666,0.6666666666666666,0.1538461538461538,0.975,0.5555555555555556,0.2093023255813953,0.3,0.5925925925925926,0.75,Alcohol Addiction,3
0.65,0.55,0.6794871794871795,0.7,0.6333333333333333,0.813953488372093,0.75,0.2222222222222222,0.8333333333333334,Impulsivity,3
0.6333333333333333,0.8,0.8076923076923077,0.425,0.7,0.6744186046511628,0.7333333333333333,0.5555555555555556,1.0,Schizophrenia,3
0.6333333333333333,0.55,0.8717948717948718,0.975,0.7,0.7674418604651163,0.9,0.3703703703703703,0.7847222222222222,Obsessive Compulsive Disorder,3
0.4833333333333333,0.45,0.0256410256410256,0.0,0.4888888888888889,0.1860465116279069,0.0,0.6111111111111112,0.9930555555555556,Apathy,3
0.6,0.7,0.782051282051282,0.05,0.5222222222222223,0.2790697674418604,0.6333333333333333,0.3888888888888889,1.0,Social Anxiety,3
0.15,0.0,0.0384615384615384,0.0,0.1333333333333333,0.2325581395348837,0.0,0.2592592592592592,0.1666666666666666,No Pathology,4
0.5333333333333333,0.85,0.4358974358974359,0.0,0.6444444444444445,0.7906976744186046,0.9666666666666668,0.7222222222222222,0.8402777777777778,Depression,4
0.5833333333333334,0.9,0.6666666666666666,0.175,0.7222222222222222,0.4883720930232558,0.7,0.4629629629629629,0.6736111111111112,Trait Anxiety,4
0.6666666666666666,0.85,0.6794871794871795,0.0,0.5666666666666667,0.6744186046511628,0.7833333333333333,0.5925925925925926,1.0,Eating Disorder,4
0.7833333333333333,0.7666666666666667,0.1794871794871795,1.0,0.6222222222222222,0.7906976744186046,0.4166666666666667,0.3888888888888889,0.8263888888888888,Alcohol Addiction,4
