Depression,Trait Anxiety,Eating Disorder,Alcohol Addiction,Impulsivity,Schizophrenia,Obsessive Compulsive Disorder,Apathy,Social Anxiety,Induced Pathology,Iteration
0.5,0.45,0.0384615384615384,0.0,0.3555555555555555,0.0930232558139534,0.1,0.3148148148148148,0.1805555555555555,No Pathology,1
0.75,0.9,0.1025641025641025,0.8,0.6777777777777778,0.2558139534883721,0.7333333333333333,0.6666666666666666,0.7083333333333334,Depression,1
0.7,0.8666666666666667,0.3205128205128205,0.45,0.6888888888888889,0.1395348837209302,0.7333333333333333,0.5740740740740741,0.5625,Trait Anxiety,1
0.75,0.9,0.6153846153846154,0.55,0.6444444444444445,0.1860465116279069,0.6833333333333333,0.6111111111111112,0.6458333333333334,Eating Disorder,1
0.6833333333333333,0.8666666666666667,0.1025641025641025,0.75,0.6333333333333333,0.3023255813953488,0.7166666666666667,0.5370370370370371,0.6388888888888888,Alcohol Addiction,1
0.5666666666666667,0.85,0.4743589743589743,0.825,0.7666666666666667,0.6046511627906976,0.6666666666666666,0.3518518518518518,0.5972222222222222,Impulsivity,1
0.5666666666666667,0.9,0.3461538461538461,0.825,0.6111111111111112,0.8372093023255814,0.7166666666666667,0.7037037037037037,0.6388888888888888,Schizophrenia,1
0.7,0.95,0.6153846153846154,0.575,0.3888888888888889,0.0930232558139534,0.7166666666666667,0.2777777777777778,0.5833333333333334,Obsessive Compulsive Disorder,1
0.5666666666666667,0.85,0.0384615384615384,0.025,0.4444444444444444,0.7209302325581395,0.2833333333333333,0.7962962962962963,0.5694444444444444,Apathy,1
0.65,0.8833333333333333,0.3076923076923077,0.025,0.6666666666666666,0.3023255813953488,0.6833333333333333,0.6481481481481481,0.6875,Social Anxiety,1
0.5,0.45,0.0256410256410256,0.025,0.3444444444444444,0.0930232558139534,0.0833333333333333,0.3333333333333333,0.0416666666666666,No Pathology,2
0.7166666666666667,0.9666666666666668,0.4102564102564102,0.45,0.6777777777777778,0.1395348837209302,0.7333333333333333,0.7222222222222222,0.6527777777777778,Depression,2
0.65,0.8666666666666667,0.1666666666666666,0.3,0.7444444444444445,0.0930232558139534,0.7333333333333333,0.3888888888888889,0.5555555555555556,Trait Anxiety,2
0.8,0.9,0.6282051282051282,0.8,0.5777777777777777,0.3488372093023256,0.6666666666666666,0.6851851851851852,0.5138888888888888,Eating Disorder,2
0.7166666666666667,0.9166666666666666,0.3717948717948718,0.725,0.7111111111111111,0.813953488372093,0.6833333333333333,0.5185185185185185,0.6388888888888888,Alcohol Addiction,2
0.7166666666666667,0.8666666666666667,0.5,0.725,0.6,0.4418604651162791,0.6833333333333333,0.4444444444444444,0.6875,Impulsivity,2
0.7166666666666667,0.85,0.3846153846153846,0.7,0.5444444444444444,0.813953488372093,0.7166666666666667,0.6481481481481481,0.7083333333333334,Schizophrenia,2
0.6166666666666667,0.95,0.5256410256410257,0.45,0.6888888888888889,0.0930232558139534,0.7833333333333333,0.3703703703703703,0.7083333333333334,Obsessive Compulsive Disorder,2
0.6666666666666666,0.7833333333333333,0.0256410256410256,0.025,0.3555555555555555,0.1162790697674418,0.25,0.7962962962962963,0.6319444444444444,Apathy,2
0.5833333333333334,0.95,0.2051282051282051,0.025,0.6444444444444445,0.1860465116279069,0.7333333333333333,0.6296296296296297,0.6458333333333334,Social Anxiety,2
0.5,0.45,0.0128205128205128,0.0,0.3333333333333333,0.0930232558139534,0.1166666666666666,0.2777777777777778,0.0208333333333333,No Pathology,3
0.65,0.95,0.3461538461538461,0.6,0.7333333333333333,0.0930232558139534,0.6833333333333333,0.7037037037037037,0.7222222222222222,Depression,3
0.7166666666666667,0.8666666666666667,0.141025641025641,0.45,0.7333333333333333,0.0930232558139534,0.75,0.5185185185185185,0.5277777777777778,Trait Anxiety,3
0.7333333333333333,0.9,0.6410256410256411,0.875,0.6,0.2790697674418604,0.5833333333333334,0.6111111111111112,0.5694444444444444,Eating Disorder,3
0.7833333333333333,0.9333333333333332,0.4871794871794871,0.775,0.7333333333333333,0.813953488372093,0.7333333333333333,0.5740740740740741,0.5972222222222222,Alcohol Addiction,3
0.7166666666666667,0.95,0.5384615384615384,0.725,0.6444444444444445,0.5348837209302325,0.5666666666666667,0.4444444444444444,0.6111111111111112,Impulsivity,3
0.8166666666666667,0.95,0.358974358974359,0.05,0.7333333333333333,0.813953488372093,0.7,0.6481481481481481,0.6388888888888888,Schizophrenia,3
0.7,0.95,0.141025641025641,0.525,0.5777777777777777,0.0930232558139534,0.7333333333333333,0.5,0.625,Obsessive Compulsive Disorder,3
0.5666666666666667,0.55,0.0897435897435897,0.025,0.4777777777777778,0.0930232558139534,0.2166666666666666,0.7962962962962963,0.4722222222222222,Apathy,3
0.7333333333333333,0.8833333333333333,0.0897435897435897,0.025,0.5888888888888889,0.1395348837209302,0.7166666666666667,0.6666666666666666,0.6944444444444444,Social Anxiety,3
0.15,0.1666666666666666,0.0384615384615384,0.0,0.3555555555555555,0.0930232558139534,0.1333333333333333,0.2222222222222222,0.0208333333333333,No Pathology,4
0.7333333333333333,0.9166666666666666,0.3461538461538461,0.575,0.7222222222222222,0.7674418604651163,0.6333333333333333,0.6296296296296297,0.5694444444444444,Depression,4
0.7333333333333333,0.8833333333333333,0.1153846153846153,0.1,0.7333333333333333,0.0930232558139534,0.6833333333333333,0.4259259259259259,0.6319444444444444,Trait Anxiety,4
0.75,0.9333333333333332,0.6282051282051282,1.0,0.7111111111111111,0.1627906976744186,0.7,0.5555555555555556,0.4652777777777778,Eating Disorder,4
